,accrual_date,maturity_date,interest_payment_freuency,original_coupon_rate,nominal_value,accrual_compounding_method,business_day_convention_code
54691,null,null,1,null,1000.000000,6,5
54692,null,2026-09-01,36,0.0000000,1000.000000,6,2
54693,null,null,null,null,null,null,null
54694,null,null,1,null,1000.000000,6,5
54695,2021-08-30,2029-06-01,36,0.0000000,1000.000000,6,5
54696,null,null,1,null,1000.000000,6,5
54697,null,null,1,null,1000.000000,6,3
54698,null,null,1,null,1000.000000,6,5
54699,2021-10-28,2026-10-28,1,0.4300000,100000000.000000,null,4
54700,null,null,1,null,1000.000000,6,3
54701,null,null,1,null,1000.000000,6,3
54702,null,2022-09-21,null,null,null,null,null
54703,null,null,1,null,1000.000000,6,5
54704,null,2023-10-27,null,0.0000000,null,null,null
54705,null,null,1,null,1000.000000,6,5
54706,2019-03-04,2024-06-04,5,3.4351300,1000.000000,5,2
54707,null,2023-05-30,null,0.0000000,1000.000000,null,null
54708,2014-09-29,2034-09-29,5,null,1000.000000,5,5
54709,2021-11-23,2036-11-24,2,0.0000000,1000.000000,4,5
54710,null,2022-06-07,null,0.0000000,null,null,null
54711,null,2022-06-22,null,0.0000000,null,null,null
54712,null,null,1,null,1000.000000,6,5
54713,null,null,1,null,1000.000000,6,5
54714,2020-10-16,2028-01-05,5,5.2500000,null,null,5
54715,2007-05-24,2047-07-15,5,null,1000.000000,null,null
54716,2021-12-01,2022-12-01,2,10.0000000,null,null,5
54717,null,null,1,null,1000.000000,6,5
54718,2020-11-05,2027-09-30,1,1.7500000,1000.000000,6,5
54719,2020-11-12,2022-11-12,1,0.7000000,1000.000000,6,5
54720,2020-12-02,2035-11-30,3,0.6200000,1000.000000,null,5
54721,null,null,1,null,1000.000000,6,5
54722,2020-11-04,2035-10-31,3,3.5000000,1000.000000,1,5
54723,null,2022-07-26,null,null,null,null,null
54724,2021-12-09,2024-12-10,null,null,null,null,5
54725,null,null,1,null,1000.000000,6,5
54726,2020-11-03,2025-11-03,1,null,1000.000000,null,5
54727,null,null,1,null,1000.000000,6,3
54728,null,2022-11-29,null,null,null,null,null
54729,null,2022-05-11,null,null,null,null,null
54730,2022-03-09,2022-09-07,36,0.4000000,1000.000000,6,5
54731,null,2022-03-24,null,null,null,null,null
54732,null,null,1,null,1000.000000,6,3
54733,2015-03-30,2022-03-30,3,0.0000000,1000.000000,1,2
54734,null,null,1,null,1000.000000,6,5
54735,2016-09-16,2036-09-16,1,3.3000000,1000.000000,6,5
54736,null,null,null,null,null,null,null
54737,2021-11-29,2022-06-02,2,15.0000000,50000.000000,null,2
54738,2015-10-30,2030-10-30,2,10.0000000,1000.000000,4,5
54739,null,2021-05-11,null,0.0000000,null,null,null
54740,null,2022-06-21,null,0.0000000,null,null,null
54741,null,2022-03-18,null,null,null,null,null
54742,null,2022-09-21,null,0.0000000,null,null,null
54743,null,2022-09-15,null,0.0000000,1000.000000,null,null
54744,null,null,1,null,1000.000000,6,5
54745,null,2027-02-11,null,0.0000000,1000.000000,null,null
54746,null,2022-05-12,null,null,null,null,null
54747,2022-03-04,2023-03-03,36,3.1000000,1000000.000000,null,5
54748,null,2022-03-24,null,null,null,null,null
54749,2020-10-28,2025-10-28,5,3.8400000,100000.000000,null,2
54750,null,2022-04-11,null,null,null,null,null
54751,null,2022-03-18,null,null,null,null,null
54752,null,2022-03-24,null,null,null,null,null
54753,null,null,1,null,1000.000000,6,3
54754,null,2025-11-03,null,0.0000000,null,null,null
54755,null,2027-11-30,null,0.0000000,1000.000000,null,null
54756,null,2022-06-03,null,0.0000000,null,null,null
54757,null,2022-07-29,1,null,1000.000000,6,5
54758,2020-11-10,2025-11-10,1,0.9500000,1000.000000,6,5
54759,null,2022-05-12,null,null,null,null,null
54760,null,null,1,null,1000.000000,6,5
54761,2008-09-24,2052-08-12,1,0.0000000,1000.000000,6,2
54762,null,null,1,null,1000.000000,6,3
54763,null,null,1,null,1000.000000,6,5
54764,null,2024-11-14,null,0.0000000,1000.000000,null,null
54765,2020-11-13,2022-03-11,5,1.0940000,10000.000000,null,5
54766,null,2022-06-30,null,0.0000000,1000.000000,null,null
54767,null,2083-11-01,1,null,1000.000000,6,5
54768,null,2022-03-25,null,null,null,null,null
54769,2017-05-30,2024-05-30,3,0.0000000,1000.000000,1,5
54770,null,2022-12-21,null,0.0000000,null,null,null
54771,null,2022-03-25,null,null,null,null,null
54772,null,2022-05-26,null,null,null,null,null
54773,2020-11-17,2022-05-18,2,3.0000000,null,null,5
54774,null,2022-05-13,null,null,null,null,null
54775,2021-07-16,2022-07-15,36,0.3600000,1000.000000,6,5
54776,null,2024-04-30,null,0.0000000,1000.000000,null,null
54777,null,2022-03-04,null,null,null,null,null
54778,2020-03-18,2027-03-18,1,0.4500000,100000000.000000,null,4
54779,null,2025-02-27,null,0.0000000,1000.000000,null,null
54780,2021-11-02,2022-05-04,2,15.0000000,null,null,5
54781,2022-02-28,2025-02-28,5,3.1860000,10000.000000,null,5
54782,null,2022-03-25,null,null,null,null,null
54783,null,null,1,null,1000.000000,6,5
54784,null,null,1,null,1000.000000,6,3
54785,null,null,1,null,1000.000000,6,3
54786,null,null,1,null,1000.000000,6,5
54787,null,null,1,null,1000.000000,6,5
54788,null,null,1,null,1000.000000,6,5
54789,null,2022-08-11,1,null,1000.000000,6,5
54790,2021-11-17,2024-11-18,1,null,null,null,null
54791,null,2022-05-06,null,null,null,null,null
54792,2020-11-19,2022-12-29,1,0.2100000,null,null,5
54793,null,null,1,null,1000.000000,6,5
54794,null,null,1,null,1000.000000,6,5
54795,null,2022-03-24,null,null,null,null,null
54796,null,2022-05-26,null,null,null,null,null
54797,null,2022-03-23,null,0.0000000,null,null,null
54798,2022-03-09,2022-06-16,2,10.0000000,null,null,5
54799,null,null,1,null,1000.000000,6,5
54800,null,2022-11-22,5,null,null,null,null
54801,null,2032-06-01,1,0.0000000,1000.000000,6,2
54802,null,2023-07-05,null,0.0000000,1000.000000,null,null
54803,2006-09-19,2036-09-19,1,13.5000000,25000000.000000,null,null
54804,2020-11-05,2023-11-09,5,4.9800000,1000.000000,null,5
54805,2021-10-28,2023-10-30,1,1.3000000,null,null,5
54806,null,2024-07-29,null,0.0000000,1000.000000,null,null
54807,2021-12-15,2022-12-22,2,9.0000000,null,null,5
54808,null,2022-03-25,null,null,null,null,null
54809,null,2022-03-25,null,null,null,null,null
54810,null,null,1,null,1000.000000,6,3
54811,null,2022-03-25,null,null,null,null,null
54812,null,null,1,null,1000.000000,6,5
54813,null,2022-05-27,null,null,null,null,null
54814,null,null,1,null,1000.000000,6,3
54815,null,null,1,null,1000.000000,6,5
54816,null,null,1,null,1000.000000,6,3
54817,null,2025-01-15,null,null,null,null,null
54818,null,2022-11-21,null,null,null,null,null
54819,null,2023-11-06,null,12.3900000,null,null,null
54820,null,null,1,null,1000.000000,6,5
54821,null,null,1,null,1000.000000,6,5
54822,null,2023-10-02,null,0.0000000,null,null,null
54823,null,null,1,null,1000.000000,6,5
54824,null,2022-08-19,1,null,1000.000000,6,5
54825,null,2026-10-29,null,0.0000000,1000.000000,null,null
54826,2020-11-18,2030-11-18,3,4.3500000,100.000000,null,5
54827,2020-03-12,2023-03-12,3,2.9400000,100.000000,null,5
54828,null,2025-02-04,null,0.0000000,1000.000000,null,null
54829,2015-03-30,2025-03-30,5,0.0000000,1000.000000,5,5
54830,2015-09-22,2022-09-22,36,0.0000000,1000.000000,6,2
54831,null,2022-08-22,null,null,null,null,null
54832,2021-10-06,2023-10-06,5,14.5000000,null,null,5
54833,null,2022-03-24,null,null,null,null,null
54834,null,2023-11-16,null,0.0000000,1000.000000,null,null
54835,null,null,1,null,1000.000000,6,5
54836,null,2022-03-24,null,null,null,null,null
54837,null,null,1,null,1000.000000,6,5
54838,null,2022-11-14,null,0.0000000,null,null,null
54839,null,2022-05-27,null,null,null,null,null
54840,null,null,1,null,1000.000000,6,3
54841,null,2022-11-21,null,null,null,null,null
54842,null,null,1,null,1000.000000,6,5
54843,null,2022-08-22,null,null,null,null,null
54844,null,2022-06-13,null,0.0000000,null,null,null
54845,null,null,1,null,1000.000000,6,3
54846,null,null,1,null,1000.000000,6,5
54847,null,2022-12-02,null,0.0000000,null,null,null
54848,2006-09-22,2023-01-01,2,0.0000000,1000.000000,4,2
54849,2002-07-26,2032-08-26,2,null,1.000000,null,null
54850,null,2023-05-30,null,0.0000000,1000.000000,null,null
54851,null,null,1,null,1000.000000,6,3
54852,null,2026-04-06,null,null,null,null,null
54853,null,null,1,null,1000.000000,6,5
54854,null,null,1,null,1000.000000,6,3
54855,null,2022-08-22,null,null,null,null,null
54856,2020-11-23,2032-11-23,1,2.0000000,1000.000000,6,5
54857,null,null,1,null,1000.000000,6,5
54858,null,2022-03-25,null,null,null,null,null
54859,2021-10-29,2023-09-10,1,null,null,null,5
54860,2021-12-08,2022-06-10,2,6.0000000,null,null,5
54861,null,null,1,null,1000.000000,6,5
54862,null,null,1,null,1000.000000,6,5
54863,null,2022-05-26,null,null,null,null,null
54864,null,null,1,null,1000.000000,6,5
54865,null,2022-11-21,null,null,null,null,null
54866,null,null,null,null,null,null,null
54867,null,2022-07-12,null,0.0000000,1000.000000,null,null
54868,2020-11-16,2022-11-16,2,6.0000000,null,null,5
54869,null,null,1,null,1000.000000,6,5
54870,2021-11-18,2022-11-22,2,15.0000000,null,null,5
54871,null,2026-12-28,null,0.0000000,1000.000000,null,null
54872,null,null,1,null,1000.000000,6,5
54873,null,null,1,null,1000.000000,6,3
54874,2022-03-07,2023-03-07,1,3.2200000,null,null,null
54875,null,2023-11-16,null,0.0000000,1000.000000,null,null
54876,2021-09-01,2022-03-04,2,1.0000000,null,null,5
54877,null,null,1,null,1000.000000,6,5
54878,null,2024-04-19,null,null,null,null,null
54879,null,2022-03-09,36,null,null,null,null
54880,null,null,1,null,1000.000000,6,3
54881,null,2022-03-23,null,null,null,null,null
54882,null,null,1,null,1000.000000,6,5
54883,null,2027-01-07,null,0.0000000,1000.000000,null,null
54884,null,null,1,null,1000.000000,6,5
54885,null,null,1,null,1000.000000,6,5
54886,null,null,1,null,1000.000000,6,5
54887,null,null,1,null,1000.000000,6,3
54888,null,null,1,null,1000.000000,6,5
54889,null,2022-08-16,null,0.0000000,null,null,null
54890,2021-12-01,2022-12-06,2,null,null,null,5
54891,2004-03-30,2034-02-25,null,null,1.000000,null,null
54892,2014-09-29,2024-09-29,2,0.0000000,1000.000000,4,5
54893,null,2022-11-21,null,null,null,null,null
54894,2005-09-15,2030-09-15,1,7.8000000,1000.000000,6,5
54895,null,null,1,null,1000.000000,6,5
54896,null,null,1,null,1000.000000,6,5
54897,2021-03-10,2025-03-12,1,null,1000.000000,6,2
54898,null,null,1,null,1000.000000,6,3
54899,null,null,1,null,1000.000000,6,5
54900,2021-12-03,2023-11-29,1,null,null,null,5
54901,null,2025-03-31,null,0.0000000,1000.000000,null,null
54902,null,null,1,null,1000.000000,6,5
54903,null,2022-06-15,null,0.0000000,null,null,null
54904,null,2025-08-04,null,0.0000000,1000.000000,null,null
54905,null,null,1,null,1000.000000,6,5
54906,null,2022-03-25,null,null,null,null,null
54907,null,2027-06-01,null,0.0000000,1000.000000,null,null
54908,null,null,1,null,1000.000000,6,5
54909,null,null,1,null,1000.000000,6,3
54910,null,2022-11-21,null,null,null,null,null
54911,2021-12-08,2023-12-01,5,8.4000000,null,null,5
54912,null,null,1,null,1000.000000,6,5
54913,2022-02-28,2025-03-07,5,null,null,null,null
54914,null,2022-05-06,null,null,null,null,null
54915,2020-11-17,2022-11-18,2,5.2900000,null,null,5
54916,null,null,1,null,1000.000000,6,5
54917,null,null,1,null,1000.000000,6,3
54918,2022-03-04,2027-03-04,1,null,100.000000,null,5
54919,null,2022-03-24,null,null,null,null,null
54920,null,null,1,null,1000.000000,6,5
54921,null,null,1,null,1000.000000,6,5
54922,2021-11-19,2023-11-20,5,10.5000000,null,null,5
54923,null,null,1,null,1000.000000,6,5
54924,null,null,1,null,1000.000000,6,5
54925,2020-03-04,2030-03-04,1,7.0500000,10000.000000,null,5
54926,null,null,1,null,1000.000000,6,3
54927,null,null,1,null,1000.000000,6,5
54928,2022-02-24,2023-08-31,5,null,null,null,2
54929,2021-09-02,2022-09-08,2,15.0000000,null,null,5
54930,2007-02-28,2009-03-02,null,null,50000.000000,null,null
54931,null,null,1,null,1000.000000,6,5
54932,2021-11-01,2022-03-25,36,23.8000000,1000.000000,null,5
54933,null,null,1,null,1000.000000,6,3
54934,2021-04-26,2022-04-27,2,null,1000.000000,4,2
54935,null,2022-05-06,null,null,null,null,null
54936,null,2022-03-24,null,null,null,null,null
54937,null,2022-03-25,null,null,null,null,null
54938,null,2025-07-21,36,null,null,null,null
54939,null,null,1,null,1000.000000,6,3
54940,null,null,1,null,1000.000000,6,5
54941,null,null,1,null,1000.000000,6,5
54942,2014-04-15,2024-04-15,1,3.8750000,1000.000000,6,5
54943,null,null,1,null,1000.000000,6,5
54944,null,null,1,null,1000.000000,6,3
54945,null,2023-03-10,null,0.0000000,null,null,null
54946,2021-11-29,2022-03-31,2,8.0000000,null,null,5
54947,null,null,1,null,1000.000000,6,5
54948,null,2022-04-22,36,null,null,null,null
54949,2021-11-19,2022-09-21,36,10.2500000,1000.000000,null,5
54950,null,null,1,null,1000.000000,6,3
54951,null,2032-03-11,null,null,null,null,null
54952,null,null,1,null,1000.000000,6,5
54953,null,2022-11-28,null,0.0000000,null,null,null
54954,2020-04-06,2025-03-26,5,0.5400000,10.000000,null,5
54955,null,null,1,null,1000.000000,6,5
54956,null,2029-04-01,null,0.0000000,null,null,null
54957,null,2022-03-24,null,null,null,null,null
54958,2020-09-16,2026-09-16,1,1.1270000,1000.000000,6,5
54959,null,2022-05-24,null,null,null,null,null
54960,null,2023-06-13,null,0.0000000,1000.000000,null,null
54961,null,2022-05-05,null,null,null,null,null
54962,null,2022-05-27,null,null,null,null,null
54963,2021-11-26,2022-05-30,2,0.8334000,null,null,5
54964,null,2022-03-25,null,null,null,null,null
54965,null,null,1,null,1000.000000,6,3
54966,2020-11-11,2023-11-13,5,3.7000000,null,null,5
54967,null,2022-03-25,null,null,null,null,null
54968,null,null,1,null,1000.000000,6,3
54969,null,null,1,null,1000.000000,6,5
54970,null,null,1,null,1000.000000,6,5
54971,null,null,1,null,1000.000000,6,5
54972,null,null,1,null,1000.000000,6,5
54973,2022-03-16,2022-11-16,2,9.8000000,null,null,2
54974,null,null,1,null,1000.000000,6,5
54975,null,null,1,null,1000.000000,6,5
54976,2007-04-03,2008-10-03,null,null,50000.000000,null,null
54977,null,2022-03-25,null,0.0000000,null,null,null
54978,null,null,1,null,1000.000000,6,3
54979,null,null,1,null,1000.000000,6,5
54980,null,null,1,null,1000.000000,6,5
54981,null,2022-03-24,null,null,null,null,null
54982,null,null,1,null,1000.000000,6,5
54983,null,null,1,null,1000.000000,6,3
54984,null,null,1,null,1000.000000,6,5
54985,null,2023-06-23,null,null,null,null,null
54986,null,2022-05-27,null,null,null,null,null
54987,null,2022-05-05,null,null,null,null,null
54988,null,2022-03-25,null,null,null,null,null
54989,null,null,1,null,1000.000000,6,5
54990,null,2022-03-25,null,null,null,null,null
54991,2016-03-30,2026-03-30,5,5.0000000,1000.000000,5,5
54992,null,null,1,null,1000.000000,6,5
54993,null,2023-06-15,null,0.0000000,1000.000000,null,null
54994,null,2024-11-14,null,0.0000000,1000.000000,null,null
54995,null,null,1,null,1000.000000,null,5
54996,2022-03-02,2023-03-22,36,10.0000000,1000.000000,null,5
54997,1993-06-02,2013-06-01,1,8.3750000,1000.000000,6,3
54998,null,null,1,null,1000.000000,6,3
54999,null,null,1,null,1000.000000,6,3
55000,null,null,1,null,1000.000000,6,5
55001,null,2022-11-21,null,0.0000000,200000.000000,null,null
55002,2020-03-04,2040-03-04,1,7.1200000,10000.000000,null,5
55003,null,null,1,null,1000.000000,6,5
55004,null,2023-07-12,null,0.0000000,1000.000000,null,null
55005,null,null,1,null,1000.000000,6,5
55006,null,2022-03-24,null,null,null,null,null
55007,null,2022-05-26,null,null,null,null,null
55008,null,null,1,null,1000.000000,6,5
55009,null,2022-03-25,null,null,null,null,null
55010,null,2022-05-06,null,null,null,null,null
55011,2007-03-13,2037-03-13,3,6.8500000,10000000.000000,null,2
55012,2021-11-30,2022-12-05,5,null,null,null,5
55013,null,null,1,null,1000.000000,6,5
55014,null,2022-03-23,null,null,null,null,null
55015,null,null,1,null,1000.000000,6,3
55016,null,null,1,null,1000.000000,6,5
55017,null,null,1,null,1000.000000,6,3
55018,null,null,1,null,1000.000000,6,5
55019,null,2022-06-24,null,0.0000000,null,null,null
55020,null,2022-11-09,null,0.0000000,1000.000000,null,null
55021,null,null,1,null,1000.000000,6,3
55022,null,2023-03-06,null,null,1000.000000,null,null
55023,null,null,1,null,1000.000000,6,5
55024,null,null,1,null,1000.000000,6,5
55025,2022-03-09,2022-09-13,2,8.0000000,null,null,5
55026,null,null,1,null,1000.000000,6,5
55027,null,2022-03-24,null,null,null,null,null
55028,null,null,1,null,1000.000000,6,3
55029,null,2022-03-25,null,null,null,null,null
55030,null,2027-12-01,null,0.0000000,null,null,null
55031,null,2022-05-27,null,null,null,null,null
55032,null,null,1,null,1000.000000,6,3
55033,null,null,1,null,1000.000000,6,5
55034,null,null,1,null,1000.000000,6,5
55035,2015-03-02,2022-03-02,5,null,1000.000000,null,2
55036,null,null,1,null,1000.000000,6,5
55037,null,null,1,null,1000.000000,6,5
55038,null,null,1,null,1000.000000,6,3
55039,null,null,1,null,1000.000000,6,5
55040,null,null,1,null,1000.000000,6,5
55041,null,null,1,null,1000.000000,6,5
55042,2009-03-11,2045-08-08,2,0.0000000,1000.000000,4,2
55043,null,null,1,null,1000.000000,6,3
55044,null,2022-11-22,null,null,null,null,null
55045,null,2022-03-06,null,0.0000000,null,null,null
55046,null,2032-09-25,1,null,null,null,null
55047,null,null,1,null,1000.000000,6,3
55048,null,null,1,null,1000.000000,6,3
55049,null,null,1,null,1000.000000,6,5
55050,2021-09-07,2023-09-08,2,10.0000000,null,null,5
55051,null,2022-07-25,null,0.0000000,1000.000000,null,null
55052,2022-03-02,2022-12-21,36,4.0000000,1000.000000,null,5
55053,2015-08-13,2022-08-15,1,2.7000000,1000.000000,6,5
55054,null,null,1,null,1000.000000,6,5
55055,2021-11-23,2022-03-02,2,12.0000000,50000.000000,null,5
55056,2021-11-30,2022-09-01,2,8.0000000,null,null,5
55057,null,2023-11-30,null,0.0000000,1000.000000,null,null
55058,null,2022-11-21,null,null,null,null,null
55059,null,null,1,null,1000.000000,6,3
55060,null,null,1,null,1000.000000,6,5
55061,2021-05-25,2027-05-25,1,1.5350000,1000.000000,6,5
55062,null,null,1,null,1000.000000,6,3
55063,2018-05-03,2025-05-05,36,0.0000000,1000.000000,6,2
55064,2016-05-26,2026-05-26,5,4.6250000,1000.000000,5,5
55065,null,null,1,null,1000.000000,6,5
55066,null,null,1,null,1000.000000,6,5
55067,2015-04-30,2025-04-30,5,8.0000000,1000.000000,5,3
55068,2021-12-02,2023-05-24,2,11.8500000,null,null,5
55069,null,null,1,null,1000.000000,6,5
55070,null,2028-12-04,null,0.0000000,100.000000,null,null
55071,null,2022-03-24,null,null,null,null,null
55072,2005-10-18,2035-10-19,1,16.0000000,100000000.000000,null,null
55073,null,null,1,null,1000.000000,6,3
55074,2003-12-17,2018-12-17,1,0.0000000,1000.000000,6,2
55075,null,null,1,null,1000.000000,6,5
55076,null,2022-05-04,null,null,null,null,null
55077,null,2023-07-31,null,0.0000000,1000.000000,null,null
55078,null,2025-09-03,null,0.0000000,1000.000000,null,null
55079,null,2022-06-24,null,0.0000000,null,null,null
55080,null,null,1,null,1000.000000,6,3
55081,null,2023-03-10,36,20.0000000,null,null,null
55082,2014-05-30,2034-05-30,5,10.0000000,1000.000000,5,3
55083,null,null,1,null,1000.000000,6,3
55084,null,null,1,null,1000.000000,6,5
55085,null,2022-04-19,null,0.0000000,1000.000000,null,null
55086,null,2022-11-21,null,null,null,null,null
55087,null,null,1,null,1000.000000,6,5
55088,null,null,1,null,1000.000000,6,3
55089,null,null,1,null,1000.000000,6,5
55090,2015-03-04,2030-03-04,1,5.4500000,null,null,5
55091,null,2022-05-05,null,null,null,null,null
55092,null,2025-03-24,null,0.0000000,100.000000,null,null
55093,null,2023-12-22,null,0.0000000,1000.000000,null,null
55094,null,2023-03-02,null,0.0000000,null,null,null
55095,null,null,1,null,1000.000000,6,5
55096,null,2022-03-24,null,null,null,null,null
55097,null,null,1,null,1000.000000,6,5
55098,null,2030-01-01,1,0.0000000,1000.000000,6,5
55099,null,null,1,null,1000.000000,6,5
55100,2021-11-12,2022-08-13,36,3.0000000,100.000000,null,5
55101,2020-01-21,2023-01-13,3,2.0000000,1000.000000,1,5
55102,2021-08-09,2022-09-21,36,5.0000000,1000.000000,null,5
55103,null,2023-03-22,null,null,null,null,null
55104,2022-03-02,2022-06-07,2,5.0004000,null,null,5
55105,null,null,1,null,1000.000000,6,3
55106,2021-02-03,2023-02-02,1,4.0000000,1000.000000,6,5
55107,null,null,1,null,1000.000000,6,5
55108,2021-08-26,2027-12-22,1,13.0000000,30000.000000,null,5
55109,null,2022-12-23,null,0.0000000,null,null,null
55110,null,2026-08-17,null,null,null,null,null
55111,null,2022-11-21,null,null,null,null,null
55112,null,null,1,null,1000.000000,6,3
55113,null,2025-03-31,null,0.0000000,null,null,null
55114,null,2023-01-06,null,0.0000000,1000.000000,null,null
55115,null,null,1,null,1000.000000,6,5
55116,null,null,1,null,1000.000000,6,3
55117,null,2026-08-17,null,0.0000000,null,null,null
55118,null,2022-05-06,null,null,null,null,null
55119,2017-09-07,2024-09-09,1,2.4500000,1000.000000,6,3
55120,2021-11-18,2022-11-18,36,5.1250000,null,null,5
55121,null,2022-03-24,null,null,null,null,null
55122,null,null,1,null,1000.000000,6,5
55123,null,null,1,null,1000.000000,6,3
55124,2021-11-01,2023-11-01,1,0.9000000,1000.000000,6,5
55125,2020-10-30,2030-10-30,5,5.7500000,null,null,null
55126,2021-12-02,2022-12-02,5,16.8800000,null,null,5
55127,null,null,1,null,1000.000000,6,5
55128,2022-03-02,2022-06-07,2,9.9996000,null,null,5
55129,null,null,1,null,1000.000000,6,5
55130,null,null,1,null,1000.000000,6,5
55131,null,null,1,null,1000.000000,6,5
55132,null,null,1,null,1000.000000,6,5
55133,null,null,1,null,1000.000000,6,5
55134,null,null,1,null,1000.000000,6,5
55135,null,null,1,null,1000.000000,6,3
55136,null,2022-04-18,null,0.0000000,1000.000000,null,null
55137,null,2022-05-04,null,null,null,null,null
55138,null,2022-08-16,null,null,null,null,null
55139,null,null,1,null,1000.000000,6,5
55140,null,2023-08-25,null,null,null,null,null
55141,null,null,1,null,1000.000000,6,5
55142,2021-08-31,2024-08-14,3,0.0000000,100000.000000,null,5
55143,null,2022-05-04,null,null,null,null,null
55144,null,2022-09-23,null,0.0000000,null,null,null
55145,null,2022-03-24,null,null,null,null,null
55146,null,null,1,null,1000.000000,6,3
55147,2021-11-23,2022-11-28,2,35.0000000,null,null,5
55148,null,2023-06-14,null,0.0000000,1000.000000,null,null
55149,null,2025-03-31,null,0.0000000,null,null,null
55150,null,null,1,null,1000.000000,6,3
55151,null,null,1,null,1000.000000,6,5
55152,null,null,1,null,1000.000000,6,3
55153,null,null,1,null,1000.000000,6,5
55154,2021-08-09,2022-09-23,36,15.1000000,1000.000000,null,5
55155,null,null,1,null,1000.000000,6,3
55156,2022-03-02,2023-03-02,5,12.4000000,null,null,5
55157,2020-03-04,2025-02-28,3,3.0000000,1000.000000,1,5
55158,2012-10-15,2022-10-15,1,2.3750000,1000.000000,6,5
55159,2022-03-02,2023-01-27,36,6.6500000,100000.000000,null,5
55160,null,null,1,null,1000.000000,6,5
55161,null,2022-05-04,null,null,null,null,null
55162,null,null,1,null,1000.000000,6,3
55163,null,2022-03-24,null,null,null,null,null
55164,null,2022-05-06,null,null,null,null,null
55165,2021-12-01,2022-06-03,2,8.0000000,null,null,2
55166,null,null,1,null,1000.000000,6,5
55167,null,2022-03-25,null,0.0000000,null,null,null
55168,null,null,1,null,1000.000000,6,5
55169,null,2022-03-25,null,null,null,null,null
55170,null,null,1,null,1000.000000,6,5
55171,null,2023-02-27,null,null,null,null,null
55172,null,null,1,null,1000.000000,6,5
55173,null,null,1,null,1000.000000,6,5
55174,null,null,1,null,1000.000000,6,5
55175,null,null,1,null,1000.000000,6,3
55176,2021-10-27,2023-10-27,5,null,1000.000000,null,2
55177,2021-12-08,2022-12-15,5,7.0000000,null,null,5
55178,2021-12-02,2022-06-08,2,11.5200000,null,null,5
55179,null,2022-08-30,null,0.0000000,1000.000000,null,null
55180,null,null,1,null,1000.000000,6,3
55181,null,null,1,null,1000.000000,6,5
55182,null,null,1,null,1000.000000,6,5
55183,2021-11-01,2022-09-23,36,4.1000000,1000.000000,null,5
55184,null,2023-03-27,null,null,1000.000000,null,null
55185,2022-03-08,2023-03-08,36,0.8500000,1000.000000,6,5
55186,2006-05-10,2023-01-10,3,4.8750000,50000.000000,null,5
55187,null,2022-05-06,null,null,null,null,null
55188,null,2022-09-30,null,0.0000000,1000.000000,null,null
55189,2005-03-01,2035-03-02,1,null,100000000.000000,null,2
55190,null,null,1,null,1000.000000,6,3
55191,null,2022-03-24,null,null,null,null,null
55192,2020-08-31,2022-03-31,5,0.3460000,1000.000000,5,2
55193,null,2022-08-16,null,null,null,null,null
55194,null,null,1,null,1000.000000,6,5
55195,null,null,1,null,1000.000000,6,5
55196,null,null,1,null,1000.000000,6,5
55197,2020-03-18,2030-03-18,1,0.5000000,100000000.000000,null,4
55198,null,null,1,null,1000.000000,6,3
55199,null,null,1,null,1000.000000,6,5
55200,2020-11-13,2022-10-31,2,null,null,null,5
55201,null,2022-06-24,null,0.0000000,null,null,null
55202,null,null,1,null,1000.000000,6,5
55203,null,null,1,null,1000.000000,6,5
55204,null,2023-09-28,null,null,null,null,null
55205,null,null,1,null,1000.000000,6,5
55206,null,null,1,null,1000.000000,6,5
55207,null,2022-08-15,null,null,null,null,null
55208,null,2022-08-01,null,null,null,null,null
55209,null,null,1,null,1000.000000,6,3
55210,null,null,1,null,1000.000000,6,5
55211,2022-02-23,2023-02-23,5,5.0000000,null,5,2
55212,null,null,1,null,1000.000000,6,5
55213,2020-03-18,2025-03-14,3,3.0000000,1000.000000,6,5
55214,null,2022-05-06,null,null,null,null,null
55215,2007-12-03,2037-12-04,1,10.0000000,50000000.000000,null,null
55216,null,null,1,null,1000.000000,6,5
55217,null,null,1,null,1000.000000,6,3
55218,null,2022-03-23,null,null,null,null,null
55219,null,2022-03-24,null,null,null,null,null
55220,null,2022-08-19,null,null,null,null,null
55221,null,null,1,null,1000.000000,6,5
55222,null,2023-03-10,null,0.0000000,null,null,null
55223,null,2022-08-30,null,0.0000000,1000.000000,null,null
55224,null,2022-06-02,null,0.0000000,500000.000000,null,null
55225,2015-03-04,2045-03-04,1,3.2600000,null,null,5
55226,null,2022-03-11,null,null,null,null,null
55227,null,null,1,null,1000.000000,6,5
55228,null,null,1,null,1000.000000,6,5
55229,null,null,1,null,1000.000000,6,5
55230,null,null,1,null,1000.000000,6,5
55231,null,2033-12-15,5,0.0000000,1000.000000,5,2
55232,null,2022-08-15,null,null,null,null,null
55233,null,null,1,null,1000.000000,6,3
55234,null,2022-11-21,null,null,null,null,null
55235,null,2022-05-04,null,null,null,null,null
55236,2021-10-28,2022-08-26,36,7.1500000,100000.000000,null,5
55237,null,2022-09-23,null,0.0000000,null,null,null
55238,null,2022-03-24,null,null,null,null,null
55239,2008-01-07,2026-01-05,null,null,1000.000000,null,null
55240,null,null,1,null,1000.000000,6,5
55241,2008-07-07,2018-07-07,3,6.6300000,10.000000,null,5
